Familia,Tipo,Institucion,Promedio,Minima,Maxima,Desviación,Moda
Restaurantes,Credito,Cyborgbeat,2.5,2.5,2.5,0.0,2.5
Restaurantes,Credito,Velpay,2.51,2.2,3.2,0.29,2.55
Restaurantes,Credito,Inbursa,2.55,1.76,3.0,0.34,3.0
Restaurantes,Credito,Bajío,2.57,1.76,4.0,0.43,2.9
Restaurantes,Credito,Fiserv,2.57,1.78,3.0,0.23,2.64
Restaurantes,Credito,Bzpay,2.58,1.9,3.3,0.33,2.5
Restaurantes,Credito,Autofin,2.59,1.76,3.31,0.31,2.6
Restaurantes,Credito,OEL,2.92,2.05,3.6,0.43,2.8
Restaurantes,Credito,EMS,3.13,1.9,3.95,0.7,3.95
Restaurantes,Credito,Mercado Pago,3.23,1.79,3.5,0.27,2.99
Restaurantes,Credito,Espiral,3.27,2.99,3.5,0.25,3.5
Restaurantes,Credito,Pocket,3.41,1.79,3.5,0.33,3.5
Restaurantes,Credito,Paypal,3.5,2.32,3.5,0.0,3.5
Restaurantes,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Restaurantes,Credito,PayU Digicuenta,3.5,3.0,3.5,0.03,3.5
Restaurantes,Credito,Stripe,3.6,2.2,3.6,0.04,3.6
Restaurantes,Credito,Clip,3.6,2.4,3.6,0.01,3.6
Restaurantes,Debito,EVO,1.55,1.15,3.46,0.15,1.5
Restaurantes,Debito,BBVA Bancomer,1.65,1.15,1.75,0.16,1.75
Restaurantes,Debito,Afirme,1.68,1.2,2.5,0.29,1.8
Restaurantes,Debito,Inbursa,1.75,1.19,2.0,0.22,2.0
Restaurantes,Debito,Multiva,1.78,1.15,2.5,0.32,1.5
Restaurantes,Debito,Getnet,1.78,1.15,3.5,0.37,1.65
Restaurantes,Debito,Banorte,1.8,1.15,2.65,0.33,1.99
Restaurantes,Debito,Smart Payment,1.83,1.45,2.65,0.34,1.7
Restaurantes,Debito,Mifel,1.85,1.15,2.5,0.46,2.5
Restaurantes,Debito,Intercam Banco,1.94,1.19,2.2,0.28,2.2
Restaurantes,Debito,Banregio,2.02,1.15,3.2,0.59,2.55
Restaurantes,Debito,Adyen,2.12,1.75,2.45,0.34,1.75
Restaurantes,Debito,Fiserv,2.17,1.25,3.0,0.28,2.14
Restaurantes,Debito,Autofin,2.25,1.15,2.8,0.4,1.8
Restaurantes,Debito,Bansí,2.3,1.25,2.5,0.45,2.5
Restaurantes,Debito,Bajío,2.32,1.15,4.0,0.55,2.7
Restaurantes,Debito,Banjército,2.35,1.5,5.39,0.79,1.8
Restaurantes,Debito,Bzpay,2.36,1.45,3.1,0.43,2.5
Restaurantes,Debito,Velpay,2.36,2.1,3.2,0.27,2.45
Restaurantes,Debito,Azteca,2.43,1.6,2.5,0.12,2.5
Restaurantes,Debito,Cyborgbeat,2.5,2.5,2.5,0.0,2.5
Restaurantes,Debito,Mercado Pago,2.76,1.25,3.5,0.83,1.69
Restaurantes,Debito,OEL,2.86,1.45,3.6,0.53,2.8
Restaurantes,Debito,EMS,2.91,1.6,3.95,0.86,3.95
Restaurantes,Debito,Espiral,3.27,2.99,3.5,0.25,3.5
Restaurantes,Debito,Pocket,3.38,1.22,3.5,0.41,3.5
Restaurantes,Debito,Paypal,3.5,2.32,3.5,0.0,3.5
Restaurantes,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Restaurantes,Debito,PayU Digicuenta,3.5,3.0,3.5,0.04,3.5
Restaurantes,Debito,Stripe,3.6,2.2,3.6,0.04,3.6
Restaurantes,Debito,Clip,3.6,2.4,3.6,0.01,3.6
Salones de belleza,Credito,Banregio,0.87,0.02,2.3,0.83,0.13
Salones de belleza,Credito,Multiva,1.23,0.7,1.85,0.34,0.98
Salones de belleza,Credito,Banorte,1.27,0.11,2.25,0.64,0.75
Salones de belleza,Credito,Afirme,1.38,0.0,1.8,0.43,1.7
Salones de belleza,Credito,Mifel,1.44,0.0,2.8,0.68,1.0
Salones de belleza,Credito,Banjército,1.97,1.8,2.3,0.29,1.8
Salones de belleza,Credito,Velpay,2.0,2.0,2.0,0.0,2.0
Salones de belleza,Credito,EVO,2.14,1.8,3.0,0.32,2.08
Salones de belleza,Credito,Bajío,2.16,0.0,2.6,0.5,2.6
Salones de belleza,Credito,BBVA Bancomer,2.21,0.0,2.28,0.16,2.25
Salones de belleza,Credito,Adyen,2.26,2.26,2.26,0.0,2.26
Salones de belleza,Credito,Bzpay,2.33,1.8,3.1,0.59,1.85
Salones de belleza,Credito,Getnet,2.35,1.77,3.5,0.49,2.02
Salones de belleza,Credito,Inbursa,2.36,0.0,2.5,0.28,2.5
Salones de belleza,Credito,Azteca,2.41,0.0,2.8,0.66,2.5
Salones de belleza,Credito,Fiserv,2.49,1.8,3.0,0.28,2.69
Salones de belleza,Credito,Bansí,2.5,2.5,2.5,0.0,2.5
Salones de belleza,Credito,Mercado Pago,3.22,1.69,3.5,0.3,2.99
Salones de belleza,Credito,Espiral,3.24,2.99,3.5,0.28,3.5
Salones de belleza,Credito,PayU Digicuenta,3.48,2.1,3.5,0.16,3.5
Salones de belleza,Credito,Pocket,3.48,1.8,3.5,0.14,3.5
Salones de belleza,Credito,Paypal,3.5,3.42,3.5,0.0,3.5
Salones de belleza,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Credito,Stripe,3.6,3.6,3.6,0.0,3.6
Salones de belleza,Credito,Clip,3.6,3.0,3.6,0.0,3.6
Salones de belleza,Credito,EMS,3.69,2.9,3.95,0.53,3.95
Salones de belleza,Debito,Banregio,0.81,0.03,1.9,0.6,0.44
Salones de belleza,Debito,EVO,1.5,1.15,2.59,0.18,1.4
Salones de belleza,Debito,Inbursa,1.82,0.0,1.9,0.16,1.9
Salones de belleza,Debito,Mifel,1.86,0.0,2.5,0.45,1.9
Salones de belleza,Debito,Fiserv,1.93,1.19,3.0,0.37,1.85
Salones de belleza,Debito,Getnet,1.98,1.15,3.5,0.59,1.5
Salones de belleza,Debito,Velpay,2.0,2.0,2.0,0.0,2.0
Salones de belleza,Debito,Bzpay,2.14,1.2,3.0,0.64,1.85
Salones de belleza,Debito,Azteca,2.24,0.0,2.5,0.69,2.5
Salones de belleza,Debito,Adyen,2.35,2.35,2.35,0.0,2.35
Salones de belleza,Debito,Bansí,2.5,2.5,2.5,0.0,2.5
Salones de belleza,Debito,Mercado Pago,2.8,1.25,3.5,0.81,1.69
Salones de belleza,Debito,Espiral,3.24,2.99,3.5,0.28,3.5
Salones de belleza,Debito,EMS,3.44,1.95,3.95,0.84,3.95
Salones de belleza,Debito,Pocket,3.47,1.24,3.5,0.22,3.5
Salones de belleza,Debito,PayU Digicuenta,3.48,2.1,3.5,0.12,3.5
Salones de belleza,Debito,Paypal,3.5,3.42,3.5,0.0,3.5
Salones de belleza,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Debito,Stripe,3.59,1.2,3.6,0.17,3.6
Salones de belleza,Debito,Clip,3.6,3.0,3.6,0.0,3.6
Supermercados,Credito,Afirme,1.84,1.65,3.0,0.21,1.93
Supermercados,Credito,Adyen,1.98,1.85,2.12,0.19,2.12
Supermercados,Credito,Banorte,2.05,1.53,2.97,0.28,2.1
Supermercados,Credito,Multiva,2.08,1.65,2.75,0.42,2.6
Supermercados,Credito,Banjército,2.09,1.71,3.5,0.43,1.8
Supermercados,Credito,Banregio,2.09,1.53,2.96,0.52,2.96
Supermercados,Credito,Mifel,2.11,1.88,2.5,0.24,1.88
Supermercados,Credito,BBVA Bancomer,2.14,1.55,2.4,0.24,2.25
Supermercados,Credito,Azteca,2.21,1.73,2.95,0.22,2.05
Supermercados,Credito,EVO,2.24,1.79,2.93,0.22,2.37
Supermercados,Credito,Fiserv,2.31,1.79,2.95,0.45,1.79
Supermercados,Credito,Bajío,2.33,1.55,3.4,0.39,2.6
Supermercados,Credito,Getnet,2.34,1.59,3.5,0.25,2.5
Supermercados,Credito,Bzpay,2.41,2.1,3.03,0.54,2.1
Supermercados,Credito,Inbursa,2.45,1.8,2.47,0.09,2.47
Supermercados,Credito,EMS,2.74,1.99,3.0,0.42,2.9
Supermercados,Credito,Velpay,3.0,3.0,3.0,0.0,3.0
Supermercados,Credito,Mercado Pago,3.23,1.69,3.5,0.27,2.99
Supermercados,Credito,Paypal,3.26,2.78,3.65,0.34,3.42
Supermercados,Credito,Espiral,3.37,2.99,3.5,0.25,3.5
Supermercados,Credito,PayU Digicuenta,3.38,1.99,3.5,0.32,3.5
Supermercados,Credito,Pocket,3.44,2.0,3.5,0.28,3.5
Supermercados,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Supermercados,Credito,Stripe,3.6,3.6,3.6,0.0,3.6
Supermercados,Credito,Clip,3.6,2.4,3.6,0.01,3.6
Supermercados,Debito,BBVA Bancomer,1.45,1.1,1.7,0.21,1.7
Supermercados,Debito,Afirme,1.51,1.2,2.9,0.23,1.55
Supermercados,Debito,Banorte,1.55,1.1,2.5,0.33,1.35
Supermercados,Debito,EVO,1.57,1.16,3.46,0.32,1.6
Supermercados,Debito,Mifel,1.62,1.2,2.5,0.4,1.5
Supermercados,Debito,Banregio,1.75,1.15,2.96,0.58,2.5
Supermercados,Debito,Getnet,1.78,1.15,3.5,0.46,2.28
Supermercados,Debito,Inbursa,1.79,1.18,1.8,0.06,1.8
Supermercados,Debito,Multiva,1.85,1.2,2.4,0.41,2.4
Supermercados,Debito,Azteca,1.95,1.15,2.5,0.16,1.95
Supermercados,Debito,Fiserv,1.95,1.29,2.95,0.53,1.35
Supermercados,Debito,Bajío,2.08,1.1,3.4,0.49,2.4
Supermercados,Debito,Adyen,2.08,1.75,2.27,0.29,2.23
Supermercados,Debito,Banjército,2.09,1.5,3.5,0.48,1.8
Supermercados,Debito,Bzpay,2.25,1.66,2.6,0.4,2.45
Supermercados,Debito,EMS,2.43,1.35,3.0,0.66,2.9
Supermercados,Debito,Mercado Pago,2.79,1.25,3.5,0.81,1.69
Supermercados,Debito,Velpay,3.0,3.0,3.0,0.0,3.0
Supermercados,Debito,Paypal,3.05,1.74,3.65,0.66,3.42
Supermercados,Debito,Espiral,3.37,2.99,3.5,0.25,3.5
Supermercados,Debito,Pocket,3.42,1.27,3.5,0.34,3.5
Supermercados,Debito,PayU Digicuenta,3.44,1.99,3.5,0.22,3.5
Supermercados,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Supermercados,Debito,Stripe,3.6,3.6,3.6,0.0,3.6
Supermercados,Debito,Clip,3.6,2.4,3.6,0.01,3.6
Telecomunicaciones,Credito,Inbursa,1.7,1.62,2.45,0.05,1.7
Telecomunicaciones,Credito,Azteca,1.78,1.47,2.5,0.17,1.73
Telecomunicaciones,Credito,BBVA Bancomer,1.85,1.45,2.26,0.24,1.7
Telecomunicaciones,Credito,Bzpay,1.85,1.85,1.85,0.0,1.85
Telecomunicaciones,Credito,Banorte,1.86,1.6,2.56,0.22,1.8
Telecomunicaciones,Credito,EVO,1.9,1.77,2.45,0.11,1.9
Telecomunicaciones,Credito,Getnet,1.93,1.5,3.5,0.14,1.9
Telecomunicaciones,Credito,Banregio,1.99,1.55,2.7,0.46,1.55
Telecomunicaciones,Credito,Afirme,2.07,1.95,2.4,0.18,1.95
Telecomunicaciones,Credito,Mifel,2.23,2.1,2.5,0.23,2.1
Telecomunicaciones,Credito,Adyen,2.42,2.3,2.55,0.18,2.55
Telecomunicaciones,Credito,Fiserv,2.55,2.03,2.69,0.2,2.63
Telecomunicaciones,Credito,Autofin,2.6,2.6,2.6,0.0,2.6
Telecomunicaciones,Credito,Bajío,2.61,1.9,3.0,0.25,2.6
Telecomunicaciones,Credito,Multiva,2.8,2.8,2.8,0.0,2.8
Telecomunicaciones,Credito,Espiral,3.17,2.99,3.5,0.25,2.99
Telecomunicaciones,Credito,Paypal,3.18,2.43,3.65,0.46,3.42
Telecomunicaciones,Credito,EMS,3.2,3.2,3.2,0.0,3.2
Telecomunicaciones,Credito,PayU Digicuenta,3.46,2.2,3.5,0.16,3.5
Telecomunicaciones,Credito,Pocket,3.48,2.5,3.5,0.13,3.5
Telecomunicaciones,Credito,OEL,3.5,3.5,3.5,0.0,3.5
Telecomunicaciones,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Telecomunicaciones,Credito,Stripe,3.58,2.19,3.6,0.17,3.6
Telecomunicaciones,Debito,BBVA Bancomer,1.32,1.15,1.75,0.19,1.2
Telecomunicaciones,Debito,Azteca,1.35,1.23,2.5,0.25,1.28
Telecomunicaciones,Debito,Banorte,1.39,1.2,2.33,0.26,1.25
Telecomunicaciones,Debito,Getnet,1.55,1.18,3.5,0.17,1.5
Telecomunicaciones,Debito,EVO,1.57,1.16,1.95,0.06,1.57
Telecomunicaciones,Debito,Afirme,1.61,1.5,1.9,0.16,1.5
Telecomunicaciones,Debito,Bzpay,1.62,1.62,1.62,0.0,1.62
Telecomunicaciones,Debito,Inbursa,1.7,1.22,1.86,0.03,1.7
Telecomunicaciones,Debito,Banregio,1.79,1.25,2.7,0.49,1.3
Telecomunicaciones,Debito,Mifel,1.87,1.55,2.5,0.55,1.55
Telecomunicaciones,Debito,Fiserv,1.89,1.15,2.69,0.6,1.15
Telecomunicaciones,Debito,Autofin,2.1,2.1,2.1,0.0,2.1
Telecomunicaciones,Debito,Adyen,2.2,2.05,2.35,0.21,2.35
Telecomunicaciones,Debito,Bajío,2.53,1.6,3.0,0.31,2.4
Telecomunicaciones,Debito,Espiral,3.17,2.99,3.5,0.25,2.99
Telecomunicaciones,Debito,Paypal,3.18,2.43,3.65,0.46,3.42
Telecomunicaciones,Debito,EMS,3.2,3.2,3.2,0.0,3.2
Telecomunicaciones,Debito,PayU Digicuenta,3.48,2.25,3.5,0.11,3.5
Telecomunicaciones,Debito,Pocket,3.48,1.75,3.5,0.14,3.5
Telecomunicaciones,Debito,OEL,3.5,3.5,3.5,0.0,3.5
Telecomunicaciones,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Telecomunicaciones,Debito,Stripe,3.58,2.19,3.6,0.17,3.6
Transporte aéreo,Credito,Mifel,1.82,1.82,1.82,0.0,1.82
Transporte aéreo,Credito,Intercam Banco,1.9,1.9,1.9,0.0,1.9
Transporte aéreo,Credito,Banorte,1.93,1.53,2.21,0.17,1.9
Transporte aéreo,Credito,EVO,1.96,1.79,2.74,0.14,2.0
Transporte aéreo,Credito,Getnet,1.97,1.77,3.5,0.2,1.9
Transporte aéreo,Credito,Adyen,2.05,2.05,2.05,0.0,2.05
Transporte aéreo,Credito,Inbursa,2.06,1.96,2.2,0.09,1.99
Transporte aéreo,Credito,BBVA Bancomer,2.21,1.65,2.32,0.15,2.25
Transporte aéreo,Credito,Afirme,2.22,1.6,2.4,0.31,2.4
Transporte aéreo,Credito,Banregio,2.25,1.61,2.71,0.47,2.71
Transporte aéreo,Credito,Bajío,2.49,1.55,3.2,0.43,2.6
Transporte aéreo,Credito,Azteca,2.5,2.5,2.5,0.0,2.5
Transporte aéreo,Credito,Multiva,2.69,2.5,2.82,0.17,2.82
Transporte aéreo,Credito,Bzpay,2.7,2.7,2.7,0.0,2.7
Transporte aéreo,Credito,Fiserv,2.77,2.73,2.83,0.05,2.73
Transporte aéreo,Credito,EMS,3.05,2.9,3.2,0.21,3.2
Transporte aéreo,Credito,Paypal,3.1,1.95,3.65,0.63,3.65
Transporte aéreo,Credito,Espiral,3.24,2.99,3.5,0.26,2.99
Transporte aéreo,Credito,Pocket,3.41,2.1,3.5,0.34,3.5
Transporte aéreo,Credito,PayU Digicuenta,3.47,2.6,3.5,0.13,3.5
Transporte aéreo,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Transporte aéreo,Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Transporte aéreo,Credito,Stripe,3.6,3.6,3.6,0.0,3.6
Transporte aéreo,Debito,Inbursa,1.02,1.0,1.05,0.02,1.0
Transporte aéreo,Debito,Mifel,1.05,1.05,1.05,0.0,1.05
Transporte aéreo,Debito,Intercam Banco,1.2,1.2,1.2,0.0,1.2
Transporte aéreo,Debito,BBVA Bancomer,1.26,0.75,1.35,0.16,1.35
Transporte aéreo,Debito,EVO,1.39,1.15,2.09,0.25,1.15
Transporte aéreo,Debito,Getnet,1.4,1.15,3.5,0.34,1.17
Transporte aéreo,Debito,Banorte,1.42,0.84,1.9,0.29,1.45
Transporte aéreo,Debito,Multiva,1.77,1.77,1.77,0.0,1.77
Transporte aéreo,Debito,Afirme,1.85,1.3,2.3,0.24,1.8
Transporte aéreo,Debito,Banregio,1.9,0.85,2.71,0.61,2.3
Transporte aéreo,Debito,Adyen,2.12,1.95,2.3,0.25,1.95
Transporte aéreo,Debito,Bzpay,2.13,1.66,2.6,0.54,2.6
Transporte aéreo,Debito,Fiserv,2.26,2.21,2.31,0.05,2.21
Transporte aéreo,Debito,Bajío,2.33,1.2,2.9,0.44,2.4
Transporte aéreo,Debito,Azteca,2.48,2.4,2.5,0.05,2.5
Transporte aéreo,Debito,Paypal,3.03,1.74,3.65,0.69,3.65
Transporte aéreo,Debito,EMS,3.05,2.9,3.2,0.21,3.2
Transporte aéreo,Debito,Espiral,3.24,2.99,3.5,0.26,2.99
Transporte aéreo,Debito,Pocket,3.39,1.77,3.5,0.4,3.5
Transporte aéreo,Debito,PayU Digicuenta,3.46,2.6,3.5,0.16,3.5
Transporte aéreo,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Transporte aéreo,Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Transporte aéreo,Debito,Stripe,3.6,3.6,3.6,0.0,3.6
Ventas al detalle (Retail),Credito,Mifel,2.09,1.53,2.8,0.35,2.5
Ventas al detalle (Retail),Credito,EVO,2.13,1.76,3.0,0.2,2.13
Ventas al detalle (Retail),Credito,Getnet,2.15,1.53,3.5,0.34,2.01
Ventas al detalle (Retail),Credito,Multiva,2.16,1.53,3.14,0.42,2.5
Ventas al detalle (Retail),Credito,BBVA Bancomer,2.18,1.53,2.38,0.23,2.25
Ventas al detalle (Retail),Credito,Banorte,2.22,1.53,2.98,0.34,2.13
Ventas al detalle (Retail),Credito,Adyen,2.22,1.85,2.5,0.21,2.5
Ventas al detalle (Retail),Credito,Afirme,2.25,1.53,3.9,0.3,2.4
Ventas al detalle (Retail),Credito,Banregio,2.28,1.53,2.75,0.48,2.75
Ventas al detalle (Retail),Credito,Smart Payment,2.28,2.15,2.35,0.09,2.35
Ventas al detalle (Retail),Credito,Fiserv,2.29,1.76,3.0,0.35,2.55
Ventas al detalle (Retail),Credito,Ebanx,2.3,2.3,2.3,0.0,2.3
Ventas al detalle (Retail),Credito,Intercam Banco,2.31,1.61,3.1,0.46,1.7
Ventas al detalle (Retail),Credito,Bansí,2.4,1.65,2.5,0.24,2.5
Ventas al detalle (Retail),Credito,Autofin,2.41,1.53,3.14,0.31,2.1
Ventas al detalle (Retail),Credito,Velpay,2.48,2.05,3.0,0.29,2.5
Ventas al detalle (Retail),Credito,Bzpay,2.51,1.8,3.3,0.3,2.6
Ventas al detalle (Retail),Credito,Azteca,2.52,1.63,2.8,0.16,2.5
Ventas al detalle (Retail),Credito,Bajío,2.6,1.53,4.0,0.5,2.9
Ventas al detalle (Retail),Credito,Dlocal,2.64,2.05,3.4,0.51,2.05
Ventas al detalle (Retail),Credito,Inbursa,2.7,1.53,2.97,0.35,2.97
Ventas al detalle (Retail),Credito,Cyborgbeat,2.88,2.5,3.6,0.22,2.9
Ventas al detalle (Retail),Credito,Xaldo,2.9,2.9,2.9,0.0,2.9
Ventas al detalle (Retail),Credito,EMS,3.0,1.6,3.95,0.72,3.95
Ventas al detalle (Retail),Credito,OEL,3.16,1.9,3.6,0.52,3.6
Ventas al detalle (Retail),Credito,Mercado Pago,3.24,1.69,3.79,0.3,3.5
Ventas al detalle (Retail),Credito,Espiral,3.25,2.99,3.5,0.26,3.5
Ventas al detalle (Retail),Credito,Pago Fácil,3.4,2.5,3.5,0.27,3.5
Ventas al detalle (Retail),Credito,PayU Digicuenta,3.47,1.91,3.5,0.14,3.5
Ventas al detalle (Retail),Credito,Pocket,3.47,1.78,3.5,0.19,3.5
Ventas al detalle (Retail),Credito,Paypal,3.5,1.78,3.83,0.03,3.5
Ventas al detalle (Retail),Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Ventas al detalle (Retail),Debito,EVO,1.57,1.15,3.5,0.2,1.6
Ventas al detalle (Retail),Debito,BBVA Bancomer,1.59,1.15,1.75,0.2,1.75
Ventas al detalle (Retail),Debito,Getnet,1.73,1.15,3.5,0.43,1.6
Ventas al detalle (Retail),Debito,Afirme,1.77,1.15,3.15,0.27,1.8
Ventas al detalle (Retail),Debito,Banorte,1.79,1.15,2.65,0.37,2.0
Ventas al detalle (Retail),Debito,Mifel,1.85,1.15,2.5,0.46,2.5
Ventas al detalle (Retail),Debito,Autofin,1.89,1.15,2.64,0.44,1.25
Ventas al detalle (Retail),Debito,Fiserv,1.89,1.15,3.0,0.47,2.25
Ventas al detalle (Retail),Debito,Smart Payment,1.89,1.5,2.25,0.31,1.5
Ventas al detalle (Retail),Debito,Multiva,1.93,1.15,2.64,0.42,2.5
Ventas al detalle (Retail),Debito,Intercam Banco,1.99,1.17,2.9,0.49,2.5
Ventas al detalle (Retail),Debito,Banregio,2.06,1.15,2.99,0.57,2.55
Ventas al detalle (Retail),Debito,Inbursa,2.17,1.15,2.45,0.36,2.45
Ventas al detalle (Retail),Debito,Adyen,2.17,1.3,2.55,0.32,2.5
Ventas al detalle (Retail),Debito,Azteca,2.26,1.15,2.4,0.31,2.4
Ventas al detalle (Retail),Debito,Ebanx,2.3,2.3,2.3,0.0,2.3
Ventas al detalle (Retail),Debito,Bzpay,2.35,1.25,2.95,0.4,2.6
Ventas al detalle (Retail),Debito,Bansí,2.39,1.27,2.5,0.3,2.5
Ventas al detalle (Retail),Debito,Bajío,2.41,1.15,4.0,0.59,2.7
Ventas al detalle (Retail),Debito,Velpay,2.41,1.43,3.0,0.38,2.3
Ventas al detalle (Retail),Debito,Dlocal,2.43,1.39,3.4,0.64,2.05
Ventas al detalle (Retail),Debito,Paypal,2.67,1.4,3.83,0.94,3.5
Ventas al detalle (Retail),Debito,Cyborgbeat,2.88,2.5,3.6,0.22,2.9
Ventas al detalle (Retail),Debito,Xaldo,2.9,2.9,2.9,0.0,2.9
Ventas al detalle (Retail),Debito,EMS,2.9,1.2,3.95,0.81,3.95
Ventas al detalle (Retail),Debito,Mercado Pago,2.98,1.2,3.79,0.7,3.5
Ventas al detalle (Retail),Debito,OEL,3.08,1.5,3.6,0.64,3.6
Ventas al detalle (Retail),Debito,Espiral,3.25,2.99,3.5,0.26,3.5
Ventas al detalle (Retail),Debito,Pocket,3.38,1.15,3.5,0.44,3.5
Ventas al detalle (Retail),Debito,Pago Fácil,3.4,2.5,3.5,0.28,3.5
Ventas al detalle (Retail),Debito,PayU Digicuenta,3.46,1.91,3.5,0.16,3.5
Ventas al detalle (Retail),Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
